==================================================
CIFAR-100 ResNet 訓練紀錄
==================================================
電腦名稱         : aero01
Python 版本      : 3.10.12
TensorFlow 版本  : 2.17.0
訓練裝置類型     : CUDA
裝置名稱         : NVIDIA L40S
CUDA 版本        : 12.3
訓練開始時間     : 2026-05-05 00:43:10
總訓練時間       : 65291.84 秒

--------------------------------------------------
Epoch    Loss       Train Acc    Test Acc     累計時間
3760/5000  0.0003     99.98        74.68        49180.96s
3761/5000  0.0008     99.98        74.69        49193.82s
3762/5000  0.0005     99.97        74.50        49206.66s
3763/5000  0.0004     99.98        74.56        49219.53s
3764/5000  0.0003     99.98        74.52        49232.33s
3765/5000  0.0003     99.97        74.67        49245.18s
3766/5000  0.0005     99.97        74.56        49258.06s
3767/5000  0.0005     99.98        74.60        49271.06s
3768/5000  0.0005     99.97        74.63        49283.90s
3769/5000  0.0004     99.97        74.59        49296.88s
3770/5000  0.0004     99.98        74.69        49309.82s
3771/5000  0.0004     99.98        74.56        49322.63s
3772/5000  0.0003     99.98        74.64        49335.62s
3773/5000  0.0005     99.98        74.64        49348.51s
3774/5000  0.0003     99.98        74.61        49361.36s
3775/5000  0.0006     99.97        74.39        49374.29s
3776/5000  0.0005     99.97        74.43        49387.21s
3777/5000  0.0004     99.98        74.49        49400.18s
3778/5000  0.0003     99.98        74.49        49413.12s
3779/5000  0.0005     99.97        74.45        49425.99s
3780/5000  0.0003     99.98        74.49        49438.86s
3781/5000  0.0004     99.97        74.48        49451.65s
3782/5000  0.0006     99.96        74.62        49464.57s
3783/5000  0.0003     99.98        74.62        49477.44s
3784/5000  0.0005     99.98        74.52        49490.41s
3785/5000  0.0004     99.97        74.43        49503.32s
3786/5000  0.0003     99.98        74.54        49516.31s
3787/5000  0.0006     99.97        74.44        49529.23s
3788/5000  0.0003     99.98        74.32        49542.01s
3789/5000  0.0005     99.98        74.34        49554.80s
3790/5000  0.0006     99.98        74.25        49567.70s
3791/5000  0.0004     99.97        74.12        49580.61s
3792/5000  0.0005     99.98        74.26        49593.62s
3793/5000  0.0006     99.97        74.28        49606.54s
3794/5000  0.0004     99.98        74.16        49619.57s
3795/5000  0.0003     99.98        74.26        49632.54s
3796/5000  0.0004     99.97        74.24        49645.48s
3797/5000  0.0003     99.98        74.27        49658.35s
3798/5000  0.0005     99.97        74.30        49671.39s
3799/5000  0.0004     99.97        74.38        49684.37s
3800/5000  0.0004     99.98        74.43        49697.29s
3801/5000  0.0003     99.98        74.36        49710.26s
3802/5000  0.0003     99.98        74.39        49723.20s
3803/5000  0.0004     99.98        74.26        49736.07s
3804/5000  0.0004     99.97        74.33        49748.92s
3805/5000  0.0006     99.97        74.24        49761.82s
3806/5000  0.0006     99.97        74.28        49774.76s
3807/5000  0.0004     99.97        74.21        49787.63s
3808/5000  0.0008     99.97        74.20        49800.53s
3809/5000  0.0005     99.97        74.21        49813.51s
3810/5000  0.0004     99.97        74.28        49826.50s
3811/5000  0.0006     99.98        74.39        49839.48s
3812/5000  0.0003     99.98        74.35        49852.38s
3813/5000  0.0003     99.98        74.23        49865.31s
3814/5000  0.0004     99.98        74.28        49878.24s
3815/5000  0.0005     99.98        74.12        49891.14s
3816/5000  0.0004     99.98        74.14        49904.03s
3817/5000  0.0003     99.98        74.17        49917.00s
3818/5000  0.0003     99.98        74.26        49929.98s
3819/5000  0.0007     99.97        74.37        49942.94s
3820/5000  0.0007     99.98        74.33        49955.79s
3821/5000  0.0004     99.98        74.26        49968.72s
3822/5000  0.0004     99.98        74.36        49981.78s
3823/5000  0.0006     99.98        74.20        49994.73s
3824/5000  0.0007     99.97        74.13        50007.60s
3825/5000  0.0005     99.97        74.25        50020.45s
3826/5000  0.0006     99.97        74.06        50033.35s
3827/5000  0.0003     99.98        74.16        50046.40s
3828/5000  0.0004     99.97        74.16        50059.33s
3829/5000  0.0005     99.97        74.17        50072.22s
3830/5000  0.0004     99.97        74.18        50085.23s
3831/5000  0.0004     99.97        74.09        50098.10s
3832/5000  0.0004     99.98        74.05        50111.14s
3833/5000  0.0004     99.97        74.09        50124.15s
3834/5000  0.0003     99.98        74.11        50137.07s
3835/5000  0.0003     99.99        74.17        50149.95s
3836/5000  0.0003     99.97        74.12        50162.90s
3837/5000  0.0004     99.98        74.16        50175.93s
3838/5000  0.0003     99.98        74.13        50188.90s
3839/5000  0.0005     99.98        74.11        50201.88s
3840/5000  0.0005     99.97        74.25        50214.83s
3841/5000  0.0004     99.97        74.32        50227.83s
3842/5000  0.0004     99.98        74.33        50240.83s
3843/5000  0.0003     99.97        74.51        50253.89s
3844/5000  0.0004     99.98        74.35        50266.79s
3845/5000  0.0003     99.98        74.34        50279.70s
3846/5000  0.0005     99.97        74.38        50292.61s
3847/5000  0.0003     99.97        74.36        50305.52s
3848/5000  0.0004     99.97        74.31        50318.40s
3849/5000  0.0005     99.98        74.18        50331.40s
3850/5000  0.0006     99.98        74.27        50344.28s
3851/5000  0.0004     99.97        74.34        50357.15s
3852/5000  0.0004     99.97        74.46        50370.11s
3853/5000  0.0004     99.98        74.40        50383.05s
3854/5000  0.0004     99.98        74.52        50395.82s
3855/5000  0.0003     99.98        74.41        50408.68s
3856/5000  0.0003     99.98        74.30        50421.57s
3857/5000  0.0004     99.98        74.26        50434.53s
3858/5000  0.0006     99.97        74.26        50447.58s
3859/5000  0.0004     99.98        74.26        50460.48s
3860/5000  0.0004     99.97        74.25        50473.39s
3861/5000  0.0003     99.98        74.39        50486.28s
3862/5000  0.0006     99.97        74.50        50499.06s
3863/5000  0.0004     99.98        74.41        50511.96s
3864/5000  0.0004     99.97        74.31        50524.90s
3865/5000  0.0005     99.97        74.42        50537.79s
3866/5000  0.0004     99.98        74.19        50550.66s
3867/5000  0.0003     99.98        74.10        50563.59s
3868/5000  0.0005     99.97        74.28        50576.59s
3869/5000  0.0003     99.98        74.25        50589.60s
3870/5000  0.0004     99.97        74.19        50602.58s
3871/5000  0.0005     99.98        74.23        50615.54s
3872/5000  0.0004     99.98        74.45        50628.39s
3873/5000  0.0008     99.98        74.37        50641.34s
3874/5000  0.0003     99.97        74.37        50654.35s
3875/5000  0.0003     99.98        74.49        50667.27s
3876/5000  0.0003     99.98        74.52        50680.20s
3877/5000  0.0005     99.98        74.34        50693.16s
3878/5000  0.0003     99.99        74.46        50706.01s
3879/5000  0.0004     99.97        74.10        50718.82s
3880/5000  0.0004     99.98        74.29        50731.64s
3881/5000  0.0004     99.97        74.28        50744.50s
3882/5000  0.0005     99.97        74.27        50757.46s
3883/5000  0.0003     99.97        74.23        50770.39s
3884/5000  0.0004     99.97        74.21        50783.30s
3885/5000  0.0003     99.98        74.44        50796.17s
3886/5000  0.0005     99.99        74.39        50809.02s
3887/5000  0.0006     99.97        74.40        50822.01s
3888/5000  0.0003     99.98        74.45        50835.12s
3889/5000  0.0003     99.98        74.43        50848.17s
3890/5000  0.0006     99.97        74.36        50861.20s
3891/5000  0.0003     99.98        74.45        50874.16s
3892/5000  0.0003     99.98        74.30        50887.08s
3893/5000  0.0004     99.98        74.20        50900.01s
3894/5000  0.0003     99.97        74.37        50912.91s
3895/5000  0.0005     99.97        74.31        50925.79s
3896/5000  0.0005     99.98        74.34        50938.96s
3897/5000  0.0009     99.98        74.40        50951.93s
3898/5000  0.0004     99.98        74.43        50964.82s
3899/5000  0.0005     99.97        74.41        50977.69s
3900/5000  0.0006     99.97        74.47        50990.68s
3901/5000  0.0004     99.98        74.32        51003.56s
3902/5000  0.0006     99.97        74.37        51016.55s
3903/5000  0.0003     99.98        74.29        51029.55s
3904/5000  0.0004     99.98        74.34        51042.42s
3905/5000  0.0004     99.97        74.47        51055.33s
3906/5000  0.0003     99.97        74.47        51068.25s
3907/5000  0.0004     99.98        74.31        51081.18s
3908/5000  0.0004     99.98        74.34        51094.18s
3909/5000  0.0004     99.98        74.31        51107.01s
3910/5000  0.0004     99.98        74.42        51119.92s
3911/5000  0.0004     99.98        74.39        51132.89s
3912/5000  0.0003     99.97        74.39        51145.76s
3913/5000  0.0004     99.98        74.40        51158.62s
3914/5000  0.0004     99.98        74.43        51171.59s
3915/5000  0.0006     99.98        74.32        51184.43s
3916/5000  0.0003     99.98        74.27        51197.45s
3917/5000  0.0003     99.98        74.35        51210.35s
3918/5000  0.0004     99.98        74.48        51223.22s
3919/5000  0.0003     99.98        74.38        51236.06s
3920/5000  0.0004     99.98        74.29        51248.92s
3921/5000  0.0005     99.98        74.32        51261.73s
3922/5000  0.0005     99.98        74.35        51274.60s
3923/5000  0.0003     99.97        74.34        51287.55s
3924/5000  0.0007     99.97        74.33        51300.51s
3925/5000  0.0005     99.98        74.34        51313.57s
3926/5000  0.0004     99.99        74.33        51326.53s
3927/5000  0.0004     99.98        74.34        51339.40s
3928/5000  0.0004     99.98        74.23        51352.32s
3929/5000  0.0003     99.99        74.25        51365.20s
3930/5000  0.0006     99.97        74.23        51378.16s
3931/5000  0.0007     99.98        74.37        51391.15s
3932/5000  0.0003     99.98        74.32        51404.01s
3933/5000  0.0004     99.98        74.34        51416.96s
3934/5000  0.0004     99.98        74.32        51429.93s
3935/5000  0.0004     99.97        74.28        51442.77s
3936/5000  0.0003     99.98        74.20        51455.82s
3937/5000  0.0004     99.98        74.22        51468.63s
3938/5000  0.0003     99.98        74.29        51481.87s
3939/5000  0.0005     99.98        74.25        51495.19s
3940/5000  0.0003     99.98        74.20        51508.83s
3941/5000  0.0003     99.98        74.29        51522.39s
3942/5000  0.0003     99.98        74.27        51535.49s
3943/5000  0.0003     99.99        74.23        51548.39s
3944/5000  0.0004     99.98        74.29        51561.32s
3945/5000  0.0005     99.97        74.32        51574.30s
3946/5000  0.0004     99.98        74.39        51587.28s
3947/5000  0.0004     99.98        74.46        51600.23s
3948/5000  0.0005     99.98        74.40        51613.09s
3949/5000  0.0005     99.98        74.30        51626.05s
3950/5000  0.0003     99.98        74.36        51638.88s
3951/5000  0.0005     99.97        74.33        51651.74s
3952/5000  0.0005     99.98        74.39        51664.59s
3953/5000  0.0003     99.98        74.38        51677.61s
3954/5000  0.0004     99.97        74.44        51690.54s
3955/5000  0.0005     99.97        74.32        51703.54s
3956/5000  0.0003     99.98        74.17        51716.44s
3957/5000  0.0003     99.98        74.31        51729.33s
3958/5000  0.0003     99.98        74.26        51742.28s
3959/5000  0.0003     99.98        74.26        51755.14s
3960/5000  0.0004     99.97        74.18        51768.21s
3961/5000  0.0004     99.98        74.11        51781.08s
3962/5000  0.0005     99.98        74.27        51793.97s
3963/5000  0.0003     99.97        74.08        51806.78s
3964/5000  0.0003     99.98        74.21        51819.67s
3965/5000  0.0005     99.98        74.08        51832.57s
3966/5000  0.0005     99.98        74.14        51845.41s
3967/5000  0.0004     99.98        74.21        51858.34s
3968/5000  0.0004     99.97        74.20        51871.32s
3969/5000  0.0003     99.98        74.18        51884.21s
3970/5000  0.0003     99.99        74.17        51897.14s
3971/5000  0.0003     99.97        74.19        51910.06s
3972/5000  0.0003     99.98        74.33        51922.97s
3973/5000  0.0003     99.98        74.12        51935.92s
3974/5000  0.0002     99.99        74.23        51948.84s
3975/5000  0.0007     99.97        74.25        51961.70s
3976/5000  0.0004     99.98        74.33        51974.61s
3977/5000  0.0003     99.98        74.34        51987.54s
3978/5000  0.0004     99.98        74.24        52000.48s
3979/5000  0.0003     99.97        74.30        52013.43s
3980/5000  0.0003     99.98        74.17        52026.25s
3981/5000  0.0005     99.98        74.07        52039.20s
3982/5000  0.0003     99.98        74.14        52052.05s
3983/5000  0.0004     99.98        74.13        52065.11s
3984/5000  0.0004     99.98        74.17        52078.08s
3985/5000  0.0004     99.97        74.24        52091.07s
3986/5000  0.0006     99.98        74.12        52104.01s
3987/5000  0.0004     99.99        74.14        52117.04s
3988/5000  0.0003     99.98        74.26        52129.98s
3989/5000  0.0004     99.97        74.19        52142.78s
3990/5000  0.0003     99.97        74.29        52155.66s
3991/5000  0.0003     99.98        74.24        52168.85s
3992/5000  0.0004     99.98        74.22        52181.84s
3993/5000  0.0004     99.97        74.29        52194.66s
3994/5000  0.0003     99.98        74.29        52207.52s
3995/5000  0.0003     99.98        74.30        52220.40s
3996/5000  0.0004     99.98        74.26        52233.28s
3997/5000  0.0003     99.99        74.28        52246.30s
3998/5000  0.0008     99.97        74.33        52259.30s
3999/5000  0.0003     99.98        74.41        52272.32s
4000/5000  0.0003     99.98        74.29        52285.29s
4001/5000  0.0003     99.98        74.31        52298.22s
4002/5000  0.0003     99.98        74.38        52311.06s
4003/5000  0.0004     99.98        74.34        52323.84s
4004/5000  0.0005     99.99        74.25        52336.75s
4005/5000  0.0003     99.98        74.42        52349.65s
4006/5000  0.0005     99.98        74.55        52362.59s
4007/5000  0.0003     99.97        74.60        52375.53s
4008/5000  0.0003     99.98        74.45        52388.37s
4009/5000  0.0004     99.97        74.40        52401.28s
4010/5000  0.0003     99.98        74.41        52414.15s
4011/5000  0.0003     99.98        74.36        52427.10s
4012/5000  0.0003     99.98        74.41        52440.00s
4013/5000  0.0004     99.97        74.29        52452.96s
4014/5000  0.0007     99.97        74.33        52465.87s
4015/5000  0.0004     99.99        74.21        52478.82s
4016/5000  0.0005     99.97        74.27        52491.83s
4017/5000  0.0003     99.98        74.26        52504.76s
4018/5000  0.0003     99.98        74.27        52517.80s
4019/5000  0.0003     99.99        74.33        52530.79s
4020/5000  0.0003     99.97        74.37        52544.03s
4021/5000  0.0004     99.97        74.36        52557.00s
4022/5000  0.0004     99.98        74.28        52569.93s
4023/5000  0.0004     99.98        74.19        52582.84s
4024/5000  0.0004     99.97        74.24        52595.82s
4025/5000  0.0004     99.98        74.16        52608.89s
4026/5000  0.0004     99.97        74.08        52622.12s
4027/5000  0.0005     99.97        74.05        52635.10s
4028/5000  0.0003     99.99        74.10        52648.06s
4029/5000  0.0004     99.98        74.07        52661.02s
4030/5000  0.0004     99.98        74.04        52674.05s
4031/5000  0.0004     99.98        74.22        52687.03s
4032/5000  0.0004     99.98        74.20        52700.00s
4033/5000  0.0005     99.98        74.09        52713.01s
4034/5000  0.0003     99.98        74.24        52726.09s
4035/5000  0.0003     99.98        74.18        52738.99s
4036/5000  0.0005     99.98        74.23        52751.93s
4037/5000  0.0003     99.97        74.27        52764.93s
4038/5000  0.0004     99.97        74.21        52777.80s
4039/5000  0.0003     99.98        74.19        52790.82s
4040/5000  0.0004     99.98        74.15        52803.78s
4041/5000  0.0005     99.97        74.20        52816.69s
4042/5000  0.0004     99.97        74.14        52829.70s
4043/5000  0.0004     99.98        74.08        52842.72s
4044/5000  0.0004     99.98        74.13        52855.59s
4045/5000  0.0003     99.99        74.21        52868.41s
4046/5000  0.0003     99.98        74.20        52881.30s
4047/5000  0.0005     99.98        74.09        52894.27s
4048/5000  0.0004     99.98        74.13        52907.28s
4049/5000  0.0005     99.96        74.28        52920.26s
4050/5000  0.0004     99.97        74.25        52933.11s
4051/5000  0.0004     99.97        74.20        52946.05s
4052/5000  0.0004     99.97        74.29        52959.10s
4053/5000  0.0006     99.99        74.47        52971.99s
4054/5000  0.0003     99.97        74.25        52984.90s
4055/5000  0.0003     99.98        74.34        52997.88s
4056/5000  0.0003     99.98        74.30        53010.84s
4057/5000  0.0005     99.98        74.35        53023.80s
4058/5000  0.0004     99.97        74.43        53036.62s
4059/5000  0.0003     99.98        74.50        53049.63s
4060/5000  0.0003     99.98        74.44        53062.51s
4061/5000  0.0004     99.99        74.47        53075.34s
4062/5000  0.0005     99.97        74.36        53088.15s
4063/5000  0.0003     99.98        74.42        53100.96s
4064/5000  0.0003     99.98        74.53        53113.80s
4065/5000  0.0004     99.98        74.37        53126.59s
4066/5000  0.0003     99.98        74.37        53139.55s
4067/5000  0.0006     99.97        74.46        53152.47s
4068/5000  0.0003     99.99        74.48        53165.39s
4069/5000  0.0003     99.98        74.44        53178.32s
4070/5000  0.0003     99.98        74.48        53191.28s
4071/5000  0.0003     99.98        74.43        53204.23s
4072/5000  0.0005     99.98        74.48        53217.47s
4073/5000  0.0003     99.98        74.51        53230.51s
4074/5000  0.0004     99.98        74.41        53243.46s
4075/5000  0.0003     99.98        74.41        53256.38s
4076/5000  0.0003     99.98        74.35        53269.29s
4077/5000  0.0003     99.98        74.43        53282.19s
4078/5000  0.0003     99.98        74.46        53295.10s
4079/5000  0.0003     99.97        74.50        53307.97s
4080/5000  0.0003     99.98        74.51        53320.88s
4081/5000  0.0008     99.98        74.41        53333.82s
4082/5000  0.0003     99.99        74.42        53346.76s
4083/5000  0.0004     99.97        74.34        53359.65s
4084/5000  0.0004     99.97        74.50        53372.64s
4085/5000  0.0003     99.99        74.50        53385.64s
4086/5000  0.0004     99.97        74.39        53398.65s
4087/5000  0.0003     99.98        74.40        53411.61s
4088/5000  0.0003     99.98        74.49        53424.56s
4089/5000  0.0004     99.97        74.60        53437.41s
4090/5000  0.0003     99.98        74.51        53450.26s
4091/5000  0.0003     99.98        74.49        53463.14s
4092/5000  0.0004     99.98        74.36        53475.95s
4093/5000  0.0003     99.98        74.34        53488.78s
4094/5000  0.0003     99.99        74.34        53501.78s
4095/5000  0.0006     99.96        74.49        53514.59s
4096/5000  0.0005     99.98        74.57        53527.43s
4097/5000  0.0003     99.99        74.56        53540.21s
4098/5000  0.0003     99.98        74.48        53553.10s
4099/5000  0.0003     99.98        74.56        53566.03s
4100/5000  0.0003     99.97        74.42        53579.03s
4101/5000  0.0004     99.98        74.61        53592.06s
4102/5000  0.0003     99.97        74.59        53605.23s
4103/5000  0.0005     99.97        74.56        53618.38s
4104/5000  0.0006     99.98        74.66        53631.49s
4105/5000  0.0004     99.97        74.60        53644.40s
4106/5000  0.0004     99.98        74.74        53657.23s
4107/5000  0.0003     99.98        74.73        53670.09s
4108/5000  0.0003     99.98        74.60        53683.01s
4109/5000  0.0003     99.98        74.65        53695.99s
4110/5000  0.0003     99.98        74.62        53709.04s
4111/5000  0.0003     99.98        74.66        53721.98s
4112/5000  0.0003     99.98        74.78        53735.00s
4113/5000  0.0003     99.98        74.67        53747.91s
4114/5000  0.0004     99.97        74.54        53760.86s
4115/5000  0.0004     99.98        74.60        53773.64s
4116/5000  0.0003     99.98        74.57        53786.59s
4117/5000  0.0004     99.98        74.51        53799.46s
4118/5000  0.0003     99.98        74.57        53812.34s
4119/5000  0.0003     99.98        74.51        53825.13s
4120/5000  0.0003     99.98        74.59        53838.05s
4121/5000  0.0003     99.98        74.54        53850.99s
4122/5000  0.0004     99.97        74.48        53863.87s
4123/5000  0.0003     99.98        74.42        53876.73s
4124/5000  0.0003     99.99        74.41        53889.60s
4125/5000  0.0003     99.98        74.36        53902.69s
4126/5000  0.0003     99.97        74.43        53915.68s
4127/5000  0.0004     99.98        74.29        53928.65s
4128/5000  0.0003     99.98        74.43        53941.60s
4129/5000  0.0003     99.98        74.37        53954.44s
4130/5000  0.0004     99.97        74.32        53967.41s
4131/5000  0.0003     99.98        74.33        53980.34s
4132/5000  0.0003     99.98        74.44        53993.29s
4133/5000  0.0003     99.98        74.48        54006.29s
4134/5000  0.0003     99.97        74.41        54019.19s
4135/5000  0.0004     99.98        74.48        54032.03s
4136/5000  0.0004     99.97        74.40        54044.90s
4137/5000  0.0003     99.98        74.40        54057.72s
4138/5000  0.0004     99.97        74.43        54070.68s
4139/5000  0.0004     99.97        74.46        54083.57s
4140/5000  0.0003     99.98        74.51        54096.59s
4141/5000  0.0003     99.98        74.55        54109.61s
4142/5000  0.0003     99.99        74.49        54122.60s
4143/5000  0.0003     99.98        74.55        54135.38s
4144/5000  0.0004     99.98        74.52        54148.37s
4145/5000  0.0005     99.97        74.59        54161.29s
4146/5000  0.0003     99.98        74.59        54174.20s
4147/5000  0.0005     99.98        74.71        54187.09s
4148/5000  0.0003     99.98        74.66        54199.97s
4149/5000  0.0003     99.98        74.64        54212.85s
4150/5000  0.0003     99.97        74.59        54225.83s
4151/5000  0.0004     99.97        74.50        54238.78s
4152/5000  0.0003     99.99        74.61        54251.69s
4153/5000  0.0003     99.99        74.56        54264.57s
4154/5000  0.0003     99.97        74.57        54277.45s
4155/5000  0.0003     99.98        74.58        54290.32s
4156/5000  0.0003     99.98        74.65        54303.28s
4157/5000  0.0006     99.98        74.72        54316.22s
4158/5000  0.0004     99.99        74.67        54329.00s
4159/5000  0.0004     99.98        74.73        54341.90s
4160/5000  0.0003     99.98        74.76        54354.84s
4161/5000  0.0004     99.98        74.69        54367.64s
4162/5000  0.0003     99.98        74.63        54380.59s
4163/5000  0.0003     99.98        74.70        54393.47s
4164/5000  0.0005     99.97        74.64        54406.38s
4165/5000  0.0003     99.98        74.61        54419.34s
4166/5000  0.0003     99.98        74.67        54432.24s
4167/5000  0.0003     99.99        74.60        54445.09s
4168/5000  0.0003     99.99        74.55        54458.08s
4169/5000  0.0003     99.98        74.66        54471.02s
4170/5000  0.0003     99.98        74.63        54483.96s
4171/5000  0.0004     99.98        74.62        54496.94s
4172/5000  0.0003     99.98        74.62        54509.89s
4173/5000  0.0003     99.98        74.56        54522.92s
4174/5000  0.0006     99.97        74.61        54535.79s
4175/5000  0.0003     99.98        74.52        54548.62s
4176/5000  0.0003     99.99        74.54        54561.56s
4177/5000  0.0003     99.99        74.51        54574.35s
4178/5000  0.0003     99.98        74.57        54587.14s
4179/5000  0.0005     99.98        74.45        54600.25s
4180/5000  0.0003     99.99        74.56        54613.53s
4181/5000  0.0003     99.98        74.52        54626.91s
4182/5000  0.0003     99.98        74.55        54640.23s
4183/5000  0.0003     99.97        74.54        54653.29s
4184/5000  0.0003     99.98        74.54        54666.22s
4185/5000  0.0003     99.98        74.57        54679.10s
4186/5000  0.0003     99.98        74.57        54692.14s
4187/5000  0.0003     99.98        74.45        54705.05s
4188/5000  0.0003     99.98        74.53        54718.03s
4189/5000  0.0003     99.98        74.56        54730.98s
4190/5000  0.0005     99.98        74.53        54743.91s
4191/5000  0.0003     99.98        74.57        54756.78s
4192/5000  0.0003     99.98        74.55        54769.68s
4193/5000  0.0003     99.98        74.61        54782.58s
4194/5000  0.0002     99.98        74.68        54795.38s
4195/5000  0.0003     99.98        74.73        54808.37s
4196/5000  0.0003     99.99        74.75        54821.31s
4197/5000  0.0003     99.98        74.61        54834.32s
4198/5000  0.0003     99.98        74.81        54847.16s
4199/5000  0.0003     99.98        74.84        54860.04s
4200/5000  0.0003     99.98        74.80        54872.98s
4201/5000  0.0003     99.98        74.88        54886.01s
4202/5000  0.0004     99.98        74.74        54898.85s
4203/5000  0.0003     99.97        74.71        54911.74s
4204/5000  0.0003     99.99        74.70        54924.68s
4205/5000  0.0003     99.99        74.87        54937.65s
4206/5000  0.0003     99.98        74.65        54950.59s
4207/5000  0.0003     99.98        74.56        54963.56s
4208/5000  0.0003     99.98        74.69        54976.49s
4209/5000  0.0003     99.98        74.76        54989.51s
4210/5000  0.0004     99.98        74.73        55002.36s
4211/5000  0.0005     99.98        74.74        55015.27s
4212/5000  0.0003     99.98        74.76        55028.23s
4213/5000  0.0003     99.98        74.79        55041.31s
4214/5000  0.0004     99.98        74.91        55054.20s
4215/5000  0.0003     99.99        74.86        55067.17s
4216/5000  0.0003     99.98        74.87        55080.16s
4217/5000  0.0003     99.97        74.91        55092.99s
4218/5000  0.0004     99.98        74.84        55105.85s
4219/5000  0.0003     99.99        74.87        55118.73s
4220/5000  0.0004     99.97        74.86        55131.60s
4221/5000  0.0006     99.97        74.82        55144.56s
4222/5000  0.0003     99.98        74.90        55157.46s
4223/5000  0.0004     99.98        74.81        55170.33s
4224/5000  0.0003     99.98        74.80        55183.17s
4225/5000  0.0004     99.98        74.84        55196.03s
4226/5000  0.0003     99.98        74.94        55208.96s
4227/5000  0.0003     99.99        74.91        55221.91s
4228/5000  0.0004     99.97        74.82        55234.77s
4229/5000  0.0005     99.97        74.79        55247.80s
4230/5000  0.0003     99.98        74.80        55260.71s
4231/5000  0.0004     99.98        74.76        55273.89s
4232/5000  0.0003     99.98        74.80        55286.89s
4233/5000  0.0007     99.98        74.80        55299.82s
4234/5000  0.0003     99.98        74.79        55312.77s
4235/5000  0.0004     99.97        74.74        55325.69s
4236/5000  0.0003     99.98        74.71        55338.58s
4237/5000  0.0003     99.99        74.72        55351.42s
4238/5000  0.0002     99.99        74.74        55364.38s
4239/5000  0.0003     99.98        74.71        55377.19s
4240/5000  0.0004     99.98        74.62        55390.10s
4241/5000  0.0004     99.98        74.64        55403.01s
4242/5000  0.0004     99.99        74.58        55415.94s
4243/5000  0.0003     99.98        74.59        55428.89s
4244/5000  0.0003     99.99        74.57        55441.81s
4245/5000  0.0003     99.98        74.67        55454.72s
4246/5000  0.0003     99.98        74.73        55467.65s
4247/5000  0.0003     99.98        74.71        55480.58s
4248/5000  0.0003     99.98        74.59        55493.42s
4249/5000  0.0006     99.98        74.66        55506.29s
4250/5000  0.0003     99.97        74.55        55519.26s
4251/5000  0.0004     99.97        74.63        55532.31s
4252/5000  0.0003     99.97        74.65        55545.32s
4253/5000  0.0003     99.98        74.70        55558.32s
4254/5000  0.0003     99.98        74.71        55571.21s
4255/5000  0.0005     99.98        74.53        55584.15s
4256/5000  0.0005     99.97        74.70        55596.98s
4257/5000  0.0003     99.98        74.77        55609.84s
4258/5000  0.0003     99.98        74.72        55622.81s
4259/5000  0.0004     99.98        74.74        55635.79s
4260/5000  0.0003     99.98        74.87        55648.65s
4261/5000  0.0003     99.98        74.82        55661.58s
4262/5000  0.0003     99.98        74.80        55674.47s
4263/5000  0.0003     99.98        74.74        55687.49s
4264/5000  0.0004     99.98        74.78        55700.38s
4265/5000  0.0003     99.98        74.67        55713.27s
4266/5000  0.0003     99.98        74.69        55726.21s
4267/5000  0.0005     99.97        74.69        55739.09s
4268/5000  0.0003     99.98        74.71        55752.14s
4269/5000  0.0003     99.98        74.60        55765.42s
4270/5000  0.0003     99.98        74.59        55778.73s
4271/5000  0.0003     99.98        74.82        55792.25s
4272/5000  0.0003     99.98        74.70        55805.72s
4273/5000  0.0004     99.97        74.80        55818.86s
4274/5000  0.0006     99.98        74.73        55831.93s
4275/5000  0.0003     99.98        74.69        55844.88s
4276/5000  0.0004     99.98        74.67        55857.90s
4277/5000  0.0004     99.97        74.63        55870.75s
4278/5000  0.0004     99.97        74.66        55883.68s
4279/5000  0.0005     99.98        74.71        55896.64s
4280/5000  0.0003     99.97        74.70        55909.65s
4281/5000  0.0003     99.98        74.72        55922.55s
4282/5000  0.0003     99.98        74.60        55935.45s
4283/5000  0.0004     99.98        74.59        55948.41s
4284/5000  0.0004     99.98        74.66        55961.34s
4285/5000  0.0003     99.99        74.59        55974.31s
4286/5000  0.0003     99.98        74.71        55987.23s
4287/5000  0.0004     99.97        74.66        56000.23s
4288/5000  0.0004     99.98        74.58        56013.30s
4289/5000  0.0003     99.98        74.68        56026.23s
4290/5000  0.0008     99.97        74.71        56039.14s
4291/5000  0.0003     99.99        74.65        56052.03s
4292/5000  0.0003     99.98        74.64        56064.92s
4293/5000  0.0003     99.98        74.74        56077.82s
4294/5000  0.0002     99.99        74.74        56090.72s
4295/5000  0.0003     99.98        74.73        56103.68s
4296/5000  0.0003     99.98        74.75        56116.58s
4297/5000  0.0003     99.98        74.66        56129.48s
4298/5000  0.0003     99.98        74.71        56142.32s
4299/5000  0.0003     99.98        74.69        56155.31s
4300/5000  0.0003     99.98        74.80        56168.22s
4301/5000  0.0003     99.99        74.70        56181.10s
4302/5000  0.0003     99.98        74.75        56194.01s
4303/5000  0.0003     99.98        74.78        56206.84s
4304/5000  0.0003     99.98        74.75        56219.84s
4305/5000  0.0002     99.99        74.78        56232.80s
4306/5000  0.0003     99.98        74.68        56245.75s
4307/5000  0.0003     99.98        74.74        56258.73s
4308/5000  0.0003     99.98        74.63        56271.72s
4309/5000  0.0004     99.98        74.68        56284.63s
4310/5000  0.0003     99.98        74.73        56297.61s
4311/5000  0.0003     99.98        74.69        56310.54s
